cve_muni,entidad,municipio,ic_rezedu_porcentaje,ic_asalud_porcentaje,ic_segsoc_porcentaje,ic_cv_porcentaje,ic_sbv_porcentaje,ic_ali_porcentaje
25002,Sinaloa,Angostura,18.6313017693,5.1970567567,63.1390839821,4.7460382246,13.9858314906,26.8157470954
25003,Sinaloa,Badiraguato,29.2207923192,11.6738039496,87.5132624273,22.4563751389,55.3092991934,22.6354067063
25004,Sinaloa,Concordia,18.1521582093,6.2107880941,71.7929107485,14.8299387615,23.539006916600002,10.9910412702
25005,Sinaloa,Cosalá,24.1105464745,6.389817311,76.366332586,15.5996504924,43.4427286153,13.1150272266
25006,Sinaloa,Culiacán,12.9527511753,17.6327133252,42.6443110969,5.9777289388,6.7702511539,19.8046730541
25007,Sinaloa,Choix,27.9597940304,11.2238100046,82.1580495194,17.2830959835,59.6397840292,31.4399545244
25008,Sinaloa,Elota,26.7069174002,10.6856073238,73.7944708629,25.0883550216,25.7328539019,21.0599821533
25009,Sinaloa,Escuinapa,17.435031714,12.0052492896,77.1320256814,12.6006450544,21.8669521796,25.2994968768
25010,Sinaloa,El Fuerte,20.8797666658,13.8004351657,61.7796791743,15.9939889626,45.2649801788,29.1313889661
25011,Sinaloa,Guasave,20.0221554374,14.0920995278,54.6731179026,8.9286727471,21.9836124657,25.5345925974
25012,Sinaloa,Mazatlán,11.5933981538,15.3887203772,40.234708222,5.9404917458,4.5859381797,22.9507736087
25013,Sinaloa,Mocorito,27.0661599767,7.8457930788,75.7153535339,12.4275958443,39.5190293367,26.7959764078
25014,Sinaloa,Rosario,16.7896774459,12.5707630137,76.398733673,12.2425045071,27.3094923503,15.1857948355
25015,Sinaloa,Salvador Alvarado,12.847635031,10.5930255572,46.1466941461,4.0371131503,5.752984342,18.7729722205
25016,Sinaloa,San Ignacio,23.1009394051,6.2878930644,77.2373213997,17.609474448,36.0622886657,17.8904277806
25017,Sinaloa,Sinaloa,26.5627656476,9.1598160153,78.1715876866,13.6861825629,41.1849719335,18.4410029136
25018,Sinaloa,Navolato,24.6097574156,11.8458229528,54.0926918712,16.7078887081,26.4660822765,34.3268273565
26001,Sonora,Aconchi,19.4011976048,9.4610778443,61.5568862275,10.8183632735,5.9481037924,4.2714570858
26002,Sonora,Agua Prieta,13.3156693231,21.4862428291,39.7902689588,8.1869643487,2.9801477719,22.1080434922
26003,Sonora,Alamos,25.0520357365,6.8758537726,72.6619875172,18.931289475,49.8339316059,26.1466125978
26004,Sonora,Altar,20.821250435,16.4714070293,71.6390209952,11.1471987008,6.6465607238,16.4018095349
26005,Sonora,Arivechi,25.2723311547,12.7450980392,63.0718954248,5.4466230937,22.9847494553,21.0239651416
26006,Sonora,Arizpe,21.3844797178,18.1657848325,71.3844797178,5.8201058201,1.0582010582,5.4232804233
26007,Sonora,Atil,16.3776493256,11.1753371869,56.8400770713,6.936416185,0.9633911368,17.3410404624
26008,Sonora,Bacadéhuachi,28.992248062,9.6124031008,73.9534883721,13.1782945736,5.5813953488,13.023255814
26009,Sonora,Bacanora,29.0366350068,12.618724559,64.8575305292,2.5780189959,13.2971506106,1.3568521031
26010,Sonora,Bacerac,24.7023809524,11.9047619048,80.3571428571,8.9285714286,31.5476190476,1.9345238095
26011,Sonora,Bacoachi,15.9866777685,9.2422980849,71.6069941715,3.164029975,3.6636136553,6.6611157369
26012,Sonora,Bácum,18.567663455800002,13.0913188862,50.4063127641,17.3284910454,22.3896746892,32.1353440695
26013,Sonora,Banámichi,14.7009966777,8.0564784053,60.2990033223,5.1495016611,2.2425249169,4.8172757475
26014,Sonora,Baviácora,18.9420335762,10.0728539753,63.5413367121,6.2084257206,3.7060500475000002,5.9550205892
26015,Sonora,Bavispe,25.7115749526,20.9677419355,83.3017077799,8.9184060721,3.9848197343,1.6129032258
26016,Sonora,Benjamín Hill,16.6594171379,6.5898216616,41.3658112223,6.1548499348,5.7633753806,15.9634623749
26017,Sonora,Caborca,17.9030308855,17.1978067832,47.5366585071,10.8141263479,8.3406323076,26.5658434578
26018,Sonora,Cajeme,10.4515441311,12.0574775899,29.6908459868,5.9149050167,3.6697612985,21.856048828
26019,Sonora,Cananea,9.2853923968,7.291124907,39.5767880835,5.8731772675,5.0635824416,12.8451005604
26020,Sonora,Carbó,23.0599647266,16.0273368607,67.7028218695,12.1252204586,9.3694885362,19.4223985891
26021,Sonora,La Colorada,28.5861182519,18.6632390746,49.8200514139,9.2544987147,18.3033419023,10.8997429306
26022,Sonora,Cucurpe,27.023945268,10.7183580388,64.7662485747,4.4469783352,7.5256556442,7.8677309008
26023,Sonora,Cumpas,13.3072771264,2.9778522241,44.3513865624,2.5683975433,4.3364973013,9.1941187419
26024,Sonora,Divisaderos,19.9346405229,8.3333333333,69.4444444444,3.431372549,9.1503267974,18.7908496732
26025,Sonora,Empalme,13.5770196888,11.460121612,32.9627817738,10.2810976606,6.4779843227,27.4982077542
26026,Sonora,Etchojoa,15.034969661,11.6804268505,58.5468440667,26.5894866721,54.3298840612,36.7021963894
26027,Sonora,Fronteras,11.9711853307,8.8277668631,28.7098886706,6.3785199738,4.5841519319,9.9934512115
26028,Sonora,Granados,15.2008686211,7.4918566775,59.9348534202,2.7144408252,0.325732899,3.1487513572
26029,Sonora,Guaymas,12.9297144724,11.4650195908,31.4694766523,12.6896742596,15.0114524477,33.2180347823
26030,Sonora,Hermosillo,10.1054937662,11.7160400738,31.0070255275,5.6368366555,4.4733785439,21.564228487
26031,Sonora,Huachinera,22.1033868093,11.7647058824,79.5008912656,8.6452762923,29.7682709447,15.9536541889
26032,Sonora,Huásabas,17.2323759791,12.27154047,56.2663185379,1.5665796345,2.088772846,1.5665796345
26033,Sonora,Huatabampo,15.0339902724,8.6653967904,57.73331877,16.2812222164,34.8216890307,33.9248377304
26034,Sonora,Huépac,15.737704918,5.0819672131,46.393442623,2.6229508197,0.3278688525,2.4590163933999998
26035,Sonora,Imuris,17.5889708833,21.0861727405,64.6972610907,9.0519940591,5.4451427719,15.1548691673
26036,Sonora,Magdalena,13.7547385049,13.5960308831,43.1831447559,7.6505464495,1.9334437292,18.2162902985
26037,Sonora,Mazatán,19.8961937716,16.6089965398,60.7266435986,4.8442906574,6.660899654,9.3425605536
26038,Sonora,Moctezuma,13.2715351571,2.1252543522,45.5347049514,2.8713542844,0.8139271987,10.9427990052
26039,Sonora,Naco,14.1604010025,18.850698174,61.7973505192,8.754027927,2.8105979234,13.4622269961
26040,Sonora,Nácori Chico,32.2942643392,13.5910224439,79.6134663342,9.7880299252,21.9451371571,13.0922693267
26041,Sonora,Nacozari de García,9.9334710547,5.0147699961,20.9307227281,14.0335679486,2.8952236323,16.5511519455
26042,Sonora,Navojoa,12.7444109752,10.1669423828,32.584899176,12.3393201423,25.0848204973,25.8597049801
26043,Sonora,Nogales,10.3008870956,14.8112042652,31.0651443429,7.6677765996,10.6914530528,23.0436644893
26044,Sonora,Onavas,28.5714285714,31.5192743764,70.9750566893,14.9659863946,13.6054421769,3.8548752834
26045,Sonora,Opodepe,25.6141763995,14.4583165526,67.0157068063,12.3640757149,18.9689891261,17.5996778091
26046,Sonora,Oquitoa,36.0824742268,11.6838487973,64.2611683849,8.5910652921,1.0309278351,2.0618556701
26047,Sonora,Pitiquito,19.2089728453,7.7213695396,41.6292798111,16.0684769776,5.9386068477,11.2160566706
26048,Sonora,Puerto Peñasco,14.0652501907,16.1060813691,49.1243426303,10.0259494699,3.3678820301,28.7338272004
26049,Sonora,Quiriego,32.9291398257,11.6331943918,75.0663129973,24.7442212959,46.0780598712,9.9280030315
26050,Sonora,Rayón,27.1889400922,7.6804915515,71.5053763441,4.9155145929,6.6052227343,18.202764977
26051,Sonora,Rosario,27.9685746352,9.8316498316,55.2861952862,16.3636363636,33.5353535354,13.4904601571
26052,Sonora,Sahuaripa,22.8304689158,13.4309357097,64.4387863357,10.3543390622,9.4419690219,13.6431147889
26053,Sonora,San Felipe de Jesús,19.313304721,12.4463519313,44.635193133,6.4377682403,0.8583690987,7.7253218884
26054,Sonora,San Javier,23.1060606061,16.2878787879,58.7121212121,26.7045454545,23.6742424242,4.7348484848
26055,Sonora,San Luis Río Colorado,15.9734123848,26.8381031004,53.3722260728,9.9660768646,7.476551159,26.6295023262
26056,Sonora,San Miguel de Horcasitas,39.6238166418,22.807673144,87.5311410065,39.5615346288,42.6507224714,29.4220229198
26057,Sonora,San Pedro de la Cueva,26.6570605187,11.7435158501,61.5994236311,6.1239193084,29.6109510086,7.492795389
26058,Sonora,Santa Ana,13.567859878,7.0621732714,49.6029859815,5.5011985474,4.6077583487,17.2585451435
26059,Sonora,Santa Cruz,16.5936130244,14.2141515341,75.3287413901,7.5140889167,6.2617407639,7.8897933626
26060,Sonora,Sáric,26.2573964497,26.3313609467,84.8372781065,11.2426035503,8.2100591716,23.5946745562
26061,Sonora,Soyopa,28.8043478261,24.1459627329,62.6552795031,13.6645962733,16.149068323,4.347826087
26062,Sonora,Suaqui Grande,24.5335820896,17.5373134328,67.5373134328,5.1305970149,4.7574626866,12.9664179104
26063,Sonora,Tepache,21.8997361478,11.7854001759,67.1064204046,3.3421284081,6.9481090589,10.5540897098
26064,Sonora,Trincheras,26.5690376569,12.7615062762,73.2914923291,7.7405857741,13.3193863319,16.3179916318
26065,Sonora,Tubutama,25,8.88671875,77.05078125,7.51953125,12.98828125,15.33203125
26066,Sonora,Ures,19.0961732125,5.7527693857,57.5402819738,4.2925478348,4.0659617321,11.3670694864
26067,Sonora,Villa Hidalgo,17.5176056338,11.6197183099,49.2957746479,2.5528169014,4.5774647887,4.5774647887
26068,Sonora,Villa Pesqueira,21.1812627291,16.9042769857,59.9796334012,2.5458248473,6.2118126273,7.8411405295
26069,Sonora,Yécora,29.0225864481,17.369578253,80.7715370778,16.4901059364,46.7119728163,13.8117129722
26070,Sonora,General Plutarco Elías Calles,0,0,0,0,0,0
26071,Sonora,Benito Juárez,16.2702551531,10.2796003037,57.9583344795,16.9054639946,14.9877593224,33.0520384278
26072,Sonora,San Ignacio Río Muerto,19.7590497815,11.2152172312,58.9362868617,21.3058493102,39.4216838698,37.0254117102
27001,Tabasco,Balancán,25.3446548292,8.4354268165,84.8403323197,14.4297219575,67.0498010468,44.5803623576
27002,Tabasco,Cárdenas,21.6764480607,17.4110969028,64.3993152898,11.287021488,49.2532308907,45.5988313943
27003,Tabasco,Centla,16.6421186595,13.6342668596,80.1087825492,21.1342922401,77.648095641,48.0928206633
27004,Tabasco,Centro,12.761015276,25.6298660347,58.1728029702,9.0140590886,11.2011490647,34.9571437578
27005,Tabasco,Comalcalco,18.96434789,16.1387532503,75.8501031139,9.2927231021,59.2916133095,42.6417640829
27006,Tabasco,Cunduacán,21.0723494204,17.7562279647,76.8042598829,11.4539904518,70.6414947913,45.9370638391
27007,Tabasco,Emiliano Zapata,17.9934517435,11.0503646874,80.6613223546,12.9202138148,31.3958373657,28.1075567497
27008,Tabasco,Huimanguillo,23.9226563268,12.2279486955,73.8088134593,8.3521250051,66.9377690989,32.3752760301
27009,Tabasco,Jalapa,19.2700481097,13.0294088721,77.8023419743,14.8054432056,59.2755919034,29.9814750088
27010,Tabasco,Jalpa de Méndez,16.13722708,16.9084704835,77.3819614559,7.8610602275,61.2839014722,42.3495514307
27011,Tabasco,Jonuta,23.3784512146,4.2400163357,87.2652129669,16.6866937423,74.9548757519,52.8043324221
27012,Tabasco,Macuspana,16.0672499561,8.5021468419,76.2622665229,20.6748564856,58.8685608157,42.4953618733
27013,Tabasco,Nacajuca,12.6965688098,16.1801290628,65.9845226354,10.3942468323,35.1769118608,45.0104132927
27014,Tabasco,Paraíso,15.7394874344,14.9482921377,75.4847656876,6.5690798992,46.4483443038,33.5570598026
27015,Tabasco,Tacotalpa,19.6329155522,6.9997243383,82.5502451614,11.9109260133,72.7243122826,44.8958761223
27016,Tabasco,Teapa,29.3567792684,10.8885180126,80.5911827335,25.1994510633,45.5381184376,28.7496624345
27017,Tabasco,Tenosique,22.5392324454,15.0936526299,72.3342427429,15.0070345569,50.1379036194,42.5725856384
28001,Tamaulipas,Abasolo,27.3023401825,2.3400552341,74.6741867842,6.7139550459,16.2793487043,24.7002116186
28002,Tamaulipas,Aldama,27.8655437407,6.8891341043,74.050114404,12.2268968639,31.1074582115,10.1103420598
28003,Tamaulipas,Altamira,15.8232932349,15.8169617758,47.0993443695,8.5924678911,10.1660601202,25.815657024
28004,Tamaulipas,Antiguo Morelos,26.2210191832,8.5441920678,66.7412027775,17.5591385195,40.4024949982,12.6632929269
28005,Tamaulipas,Burgos,37.5620518478,13.2101489244,81.5499172642,10.5901820188,46.5802537231,9.3215664644
28006,Tamaulipas,Bustamante,34.8510882016,4.1666666667,83.4478808706,21.5922107675,82.9037800687,21.3917525773
28007,Tamaulipas,Camargo,23.5042710075,20.4576933284,75.8885225164,5.0539286686,7.2037677323,8.7128779382
28008,Tamaulipas,Casas,36.0847741216,12.3257110987,85.7501394311,22.7830451757,60.4852203012,15.1701059677
28009,Tamaulipas,Ciudad Madero,8.7685520187,15.8795577506,38.7388747434,7.7217321867,2.4823598518,15.5636144513
28010,Tamaulipas,Cruillas,31.8822808093,8.3997547517,80.1348865727,20.2329858982,47.9460453709,20.4782342121
28011,Tamaulipas,Gómez Farías,22.6131889764,3.8385826772,60.7406496063,17.4089566929,49.9630905512,15.0344488189
28012,Tamaulipas,González,33.221534659,16.2699951297,71.9452693069,20.0231775826,38.7159815613,20.9743438194
28013,Tamaulipas,Güémez,26.7488853143,9.2301209309,77.1568869455,17.2742653983,65.346912103,26.8772804671
28014,Tamaulipas,Guerrero,21.9473684211,14.2631578947,71.3157894737,4.0263157895,7.3421052632,13.7631578947
28015,Tamaulipas,Gustavo Díaz Ordaz,25.3327821281,29.3340332745,62.0365799682,6.8720845208,12.6284364065,9.7998626435
28016,Tamaulipas,Hidalgo,29.6624969927,9.9427617197,76.2779486403,17.3931696045,55.9868700988,19.6223351935
28017,Tamaulipas,Jaumave,25.2283868999,2.2942566203,80.1064094669,17.3071752261,54.113531498,18.6502969449
28018,Tamaulipas,Jiménez,20.6181202371,3.7115438894,73.6946090883,9.7516229184,17.315834039,17.1323736946
28019,Tamaulipas,Llera,31.8602941737,3.5399867283,71.3302052049,19.394051859,47.1486456935,12.775424386
28020,Tamaulipas,Mainero,27.9857397504,8.2887700535,75.4901960784,12.1212121212,51.0249554367,9.4919786096
28021,Tamaulipas,El Mante,17.0312729445,4.843437348,44.53733136,10.598944627,13.4851447153,18.1667003191
28022,Tamaulipas,Matamoros,15.8426361868,15.8305442037,42.5213254217,8.3045876131,8.0224733891,22.2743361878
28023,Tamaulipas,Méndez,33.5630806113,14.9535510938,83.4881630207,7.8213964639,49.5954450105,7.5217261013
28024,Tamaulipas,Mier,17.3009367681,6.9379391101,73.331381733,1.0831381733,1.6978922717,7.2599531616
28025,Tamaulipas,Miguel Alemán,18.799551765,20.3029106569,72.2639217525,2.4106648773,1.278511889,10.3726086843
28026,Tamaulipas,Miquihuana,31.8575553417,2.5024061598,72.2168752005,21.142123837,79.2107795958,10.1058710298
28027,Tamaulipas,Nuevo Laredo,15.7716054368,22.2906079897,41.4765614003,7.9644778974,2.7227461612,22.3842069296
28028,Tamaulipas,Nuevo Morelos,24.4284372064,4.1027247103,69.9655496398,19.3861572189,20.2630754776,12.0263075478
28029,Tamaulipas,Ocampo,26.1976119383,7.038065499,63.3421588949,22.7660550334,53.4883394899,15.7752938172
28030,Tamaulipas,Padilla,20.0836414938,4.7034968821,73.85241527,14.5888079699,31.8171859491,16.7146767345
28031,Tamaulipas,Palmillas,30.1369863014,1.9863013699,78.2191780822,10.4794520548,56.5068493151,11.9863013699
28032,Tamaulipas,Reynosa,15.8567607751,15.7475861694,38.924961407,7.4327827654,5.1092845065,18.1194985781
28033,Tamaulipas,Río Bravo,21.0469798561,26.4006736525,52.5496060063,12.7950810393,13.1403251842,17.5550738491
28034,Tamaulipas,San Carlos,31.6398182569,6.7602918904,81.4126394052,30.5383450365,76.6900729726,21.3685804764
28035,Tamaulipas,San Fernando,26.7713100127,10.2310064608,78.3144492836,13.6275700519,50.1749695157,24.1868445378
28036,Tamaulipas,San Nicolás,30.4393305439,4.0794979079,90.5857740586,28.9748953975,85.460251046,12.0292887029
28037,Tamaulipas,Soto la Marina,29.7479228544,10.9440276119,75.7285153321,19.0598608992,37.1175696045,14.1348973277
28038,Tamaulipas,Tampico,9.6354263339,16.0765257038,38.9535531084,6.1918563181,1.9802391943,17.211571522
28039,Tamaulipas,Tula,30.6768665854,6.7508071603,68.94747921,19.3395558932,63.4827901875,17.6930705084
28040,Tamaulipas,Valle Hermoso,20.2085822819,8.9680776652,59.6352238153,5.6734310565,10.7538218974,27.2686017558
28041,Tamaulipas,Victoria,10.6536198814,7.486782009,43.0837403703,8.0182901934,5.0378284841,18.575382509
28042,Tamaulipas,Villagrán,32.6226796545,14.0782944312,71.7882742143,14.2437052012,55.5780187466,10.7517000551
28043,Tamaulipas,Xicoténcatl,19.005479937,6.8851143977,43.4500646195,14.1183514806,27.901766532,17.3028058927
29001,Tlaxcala,Amaxac de Guerrero,8.5442643439,13.5149389535,53.686724777,10.525731564,6.2850072215,17.7678556621
29002,Tlaxcala,Apetatitlán de Antonio Carvajal,8.6713484449,16.4672211298,55.431207509,7.0473792727,5.5415599465,23.9014856083
29003,Tlaxcala,Atlangatepec,20.9838208858,9.5277006047,81.3041346625,8.3673802909,23.1573786566,24.1869586534
29004,Tlaxcala,Atltzayanca,22.973838697,8.9550141749,83.8451632245,17.2471057898,32.7526203016,13.8713115658
29005,Tlaxcala,Apizaco,8.909662361,16.6398249785,53.7187393103,4.0099511114,2.91919031,21.0322573903
29006,Tlaxcala,Calpulalpan,13.0777389296,8.119598249,74.5473569381,11.917614515,5.4693617377,23.4146039946
29007,Tlaxcala,El Carmen Tequexquitla,22.0319353053,5.1369478155,91.6884878247,16.2845117513,20.2621893835,28.4795758208
29008,Tlaxcala,Cuapiaxtla,23.6497277637,8.826643274,87.0017995207,16.8611704313,9.6205095845,22.3118633238
29009,Tlaxcala,Cuaxomulco,12.6451612903,9.5268817204,73.2043010753,10.3225806452,19.0107526882,24.7956989247
29010,Tlaxcala,Chiautempan,8.7868818442,16.5730576535,60.6509088226,7.4117124696,6.579979673,16.1362085909
29011,Tlaxcala,Muñoz de Domingo Arenas,14.7973609802,8.8595664467,82.3986804901,7.3751178134,7.5164938737,18.7323279925
29012,Tlaxcala,Españita,20.4318272691,7.7968812475,88.1247501,16.4467546315,20.6584033053,27.6156204185
29013,Tlaxcala,Huamantla,17.5903084465,14.8393104517,73.0455580114,15.2406466222,10.9975212519,23.5767646088
29014,Tlaxcala,Hueyotlipan,17.5763775242,10.3739842865,86.4657212745,7.8989434992,6.9701003958,26.0294782612
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,12.6531300324,12.0182163602,67.9533430889,6.7851088263,12.0622605737,13.6235141535
29016,Tlaxcala,Ixtenco,16.5709852599,8.7354538402,73.4678044996,13.9177657099,10.5197827773,27.8665632273
29017,Tlaxcala,Mazatecochco de José María Morelos,21.4924447855,35.2584280517,86.4251497631,20.6958440101,23.9402372403,16.7700542888
29018,Tlaxcala,Contla de Juan Cuamatzi,11.9508121981,15.7990957301,64.7478065696,13.1114919322,14.4685781346,19.7338320994
29019,Tlaxcala,Tepetitla de Lardizábal,13.1936184762,20.4015957519,68.8411967995,13.2632010821,9.017386527,17.0138906093
29020,Tlaxcala,Sanctórum de Lázaro Cárdenas,16.7175035195,6.8395119662,87.6935710934,12.3768183951,5.1853589864,18.5945565462
29021,Tlaxcala,Nanacamilpa de Mariano Arista,15.9537840498,6.7393115994,79.3455345027,10.8257951523,4.172769656,20.9003481957
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,12.4604798215,14.2644597359,62.2094104519,7.4204946996,11.4004091501,22.9867956109
29023,Tlaxcala,Natívitas,17.0633824063,19.758899038,76.9919127272,13.9344095008,16.4435449655,28.5646508118
29024,Tlaxcala,Panotla,9.1632457655,18.0319017933,54.1729973917,6.1510206438,13.3885489204,12.7443493984
29025,Tlaxcala,San Pablo del Monte,23.4023327995,19.3575571696,85.9855678658,21.5199550501,25.9161251402,34.5917163852
29026,Tlaxcala,Santa Cruz Tlaxcala,10.6915787761,11.0481520935,55.6264815338,9.2289983034,9.1243491649,16.7326390217
29027,Tlaxcala,Tenancingo,22.0864388091,30.187427592,69.5240189623,15.9964468567,16.4610821476,22.8481479544
29028,Tlaxcala,Teolocholco,13.893759999,16.0128200569,52.2706482577,12.3852040937,9.230036352,17.7430648095
29029,Tlaxcala,Tepeyanco,10.675857527,19.8635584468,67.9373283998,9.0605210204,5.7459412122,18.4490221999
29030,Tlaxcala,Terrenate,21.7177775395,10.9592506658,83.2767858261,10.9878551027,15.6032884728,21.3750649341
29031,Tlaxcala,Tetla de la Solidaridad,11.6889317517,10.2054909476,52.8166727337,6.2204731371,12.4316480066,22.761118328
29032,Tlaxcala,Tetlatlahuca,12.0654896457,14.0117555778,72.9157589829,7.5158586958,18.657331085,16.5750940777
29033,Tlaxcala,Tlaxcala,7.0225683667,16.2482170459,51.396780333,6.023246977,4.6348774595,19.0497311228
29034,Tlaxcala,Tlaxco,20.6401304824,9.556703496,79.6895843157,12.2590475248,10.6728586898,19.7438978031
29035,Tlaxcala,Tocatlán,15.7999601514,8.627216577,77.7445706316,6.4753935047,7.2325164375,16.6965530982
29036,Tlaxcala,Totolac,8.0892638509,17.5530608133,55.9797138627,7.7213751229,4.7031464479,19.9852138825
29037,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,27.9483037157,9.4445134833,88.5547408972,27.5506399901,25.388343482,39.7912265441
29038,Tlaxcala,Tzompantepec,9.5488659867,11.6285094463,57.6455953879,6.8058876878,10.0742661039,23.8406295995
29039,Tlaxcala,Xaloztoc,11.7856684186,10.318313181,61.2326938904,8.6215988012,8.5265053953,18.8632189697
29040,Tlaxcala,Xaltocan,15.5548247671,14.2143101108,72.5266277347,13.596908109,23.0903828019,34.540040254
29041,Tlaxcala,Papalotla de Xicohténcatl,12.0580557373,20.5039355432,57.1326232654,9.9640100585,12.9784436532,17.2769778483
29042,Tlaxcala,Xicohtzinco,8.7082310785,14.59360103,42.8645889567,6.7677128262,5.706571122,13.1578224839
29043,Tlaxcala,Yauhquemehcan,8.4051590025,13.0357269004,55.0039772007,6.0808600952,5.5467934549,16.885264458
29044,Tlaxcala,Zacatelco,11.2610914432,15.4656176384,55.8995637521,7.7341819593,7.8963180795,17.2464986964
29045,Tlaxcala,Benito Juárez,18.365489625,4.5504186385,91.1175828176,13.9788860575,2.4208227157,24.5904623225
29046,Tlaxcala,Emiliano Zapata,22.1516007533,7.6741996234,91.4548022599,14.2419962335,8.7335216573,22.104519774
29047,Tlaxcala,Lázaro Cárdenas,17.7028451001,9.9754127151,82.3674042852,8.8162978574,7.9733052336,21.4963119073
29048,Tlaxcala,La Magdalena Tlaltelulco,12.1003282815,10.6981492895,71.1095319114,8.2356718719,8.2435446206,20.8972486719
29049,Tlaxcala,San Damián Texóloc,11.4617618587,18.3930300097,66.8538238141,7.279767667,11.5585672798,18.334946757
29050,Tlaxcala,San Francisco Tetlanohcan,10.6928215377,16.8878103579,65.0555892305,15.5973709244,16.5754599087,19.7925835962
29051,Tlaxcala,San Jerónimo Zacualpan,12.4811121185,19.401631913,67.6337262013,6.4974312481,8.3106678755,10.7887579329
29052,Tlaxcala,San José Teacalco,20.1002119869,12.3723260744,86.2979379457,14.6270957795,23.5112738485,23.9352476392
29053,Tlaxcala,San Juan Huactzinco,12.9854550907,24.906282801,77.2229719598,12.5506072874,9.0268406058,19.8830409357
29054,Tlaxcala,San Lorenzo Axocomanitla,11.2111920276,13.4342660023,59.0456113453,5.9793024147,5.1360674588,14.6607895745
29055,Tlaxcala,San Lucas Tecopilco,15.6147391463,17.9496534112,75.6293323605,11.2367748997,11.9664356074,23.0572783656
29056,Tlaxcala,Santa Ana Nopalucan,12.717693546,24.3524074345,72.2962095712,11.3420166837,20.5034391922,20.3863603103
29057,Tlaxcala,Santa Apolonia Teacalco,12.9717570607,21.344663834,70.1324668833,7.5231192202,18.1454636341,18.72031992
29058,Tlaxcala,Santa Catarina Ayometla,16.2773543152,17.3961150725,61.5318416523,7.4747971478,13.3513646422,21.2318662405
29059,Tlaxcala,Santa Cruz Quilehtla,17.2573189522,22.9738058552,82.4807395994,7.4114021572,12.8659476117,28.0277349769
29060,Tlaxcala,Santa Isabel Xiloxoxtla,13.1728367022,17.23824665,68.7485805133,9.7660685896,11.5148762208,18.8280717692
30001,Veracruz,Acajete,33.2898001828,18.7018414523,82.1470549824,17.5525662792,18.505942275,19.1981193679
30002,Veracruz,Acatlán,33.1265961328,14.2283838015,89.3834367019,6.2385990514,33.710324699,20.1386355345
30003,Veracruz,Acayucan,25.7119520911,24.2655169356,74.4562668957,22.7326231418,45.1761734166,38.7055769994
30004,Veracruz,Actopan,34.6439181978,18.5930018834,71.2137602198,7.730126799,37.1057641577,21.2550662841
30005,Veracruz,Acula,34.2312474099,6.755076668,59.3037712391,7.3974305843,38.5412349772,35.5159552424
30006,Veracruz,Acultzingo,32.5273614246,24.6862406614,82.4298154764,25.7852553123,53.4642727085,34.3514164135
30007,Veracruz,Camarón de Tejeda,41.1825192802,13.5732647815,70.5055698372,10.8483290488,72.0651242502,16.7437874893
30008,Veracruz,Alpatláhuac,36.2627281638,23.4686916414,90.7892070812,20.4568452128,76.534560837,30.6033805461
30009,Veracruz,Alto Lucero de Gutiérrez Barrios,36.0644221435,15.5565843036,81.7146233296,6.2297226153,38.9514977709,20.9593919273
30010,Veracruz,Altotonga,34.3962714257,16.7119887132,83.1043344671,27.8406598795,49.1911945458,28.9975010425
30011,Veracruz,Alvarado,26.170826267,10.9599861245,67.0319752588,12.7223620824,23.6060760998,23.478936219
30012,Veracruz,Amatitlán,35.9012103369,9.4373568858,56.0026169447,6.5587176971,31.0762185149,16.1759895322
30013,Veracruz,Naranjos Amatlán,17.3567756226,18.9591719344,63.873578632,20.9429794347,30.8129300439,25.58901052
30014,Veracruz,Amatlán de los Reyes,23.4192411846,17.4518547696,60.2827956683,15.4324657703,32.9311496412,25.8679894274
30015,Veracruz,Angel R. Cabada,38.2767724947,19.628794363,67.3049995898,11.1790787992,35.083668034,44.2665342097
30016,Veracruz,La Antigua,21.5784006426,19.7906953905,50.3754527834,10.023907646,7.189062219,22.6448254301
30017,Veracruz,Apazapan,26.5167930661,18.7703141928,61.5655471289,8.369447454,51.218851571,16.2513542795
30018,Veracruz,Aquila,48.3398987057,15.3066966798,93.1344963421,33.2020258863,60.9454136185,10.016882386
30019,Veracruz,Astacinga,45.2376895553,3.7314704379,92.9971034248,28.4375532459,98.5687510649,47.3164082467
30020,Veracruz,Atlahuilco,42.8715994622,5.0169850417,93.9426513451,34.1541451787,93.4521051672,25.4956332304
30021,Veracruz,Atoyac,28.5179812275,13.6162776355,56.2966431566,14.9734501433,39.7873099345,22.9978138371
30022,Veracruz,Atzacan,32.2920157694,14.6426082822,76.6857376847,27.5350327133,43.9042824718,37.6636333818
30023,Veracruz,Atzalan,38.0618517357,16.7011404582,82.5179777372,21.5894451008,66.0036367958,25.7439275652
30024,Veracruz,Tlaltetela,40.6641280715,10.6837839426,88.4564575024,8.8736964982,72.2777347633,20.6556584089
30025,Veracruz,Ayahualulco,44.7247203176,8.224425072,93.2784355592,24.460009812,28.6566539626,24.9720312583
30026,Veracruz,Banderilla,17.9233772638,24.2735955497,59.438330326,10.9723498999,7.7634558972,17.1747035819
30027,Veracruz,Benito Juárez,31.3853181103,8.4521062053,81.5023437453,38.4777218622,91.3236239465,43.6536814265
